job_title,company,location,job_type,category,salary_min,salary_max,experience_required,publication_date,skills,education_level,company_size,benefits,salary_avg,publication_date_BR,cidade,estado,is_remote,salary_avg_z,experience_norm,salary_outlier,experience_outlier,salary_class
Junior Developer,DataInc,"Chicago, IL",Contract,Technology,73663,123800,1,2025-11-27 00:00:00,"Agile, Java, AWS, Git, Machine Learning, Ruby, Docker",PhD,51-200 employees,"Dental, Vision, Annual Bonus",98731.5,27/11/2025,Chicago,IL,Não,-0.963364120084342,0.08333333333333333,False,False,Low
Business Analyst,CodeFactory,"New York, NY",Contract,Technology,69993,124119,3,2025-11-27 00:00:00,"Agile, Go, CI/CD",Master's Degree,201-500 employees,"Stock Options, Remote Work Stipend",97056.0,27/11/2025,New York,NY,Não,-1.0180106271710996,0.25,False,False,Low
Junior Developer,DigitalWorks,"Toronto, Canada",Contract,Technology,70717,121078,0,2025-11-27 00:00:00,"Git, MongoDB, REST APIs, Agile, Go, CI/CD, Python",Bachelor's Degree,1000+ employees,"Health Insurance, 401(k), Unlimited PTO",95897.5,27/11/2025,Toronto,Canada,Não,-1.0557951562430237,0.0,False,False,Low
Junior Developer,AI Solutions,"Denver, CO",Full-time,Technology,71565,119090,1,2025-11-27 00:00:00,"Ruby, CI/CD, AWS, Node.js, Git, SQL",High School,1-50 employees,"Stock Options, Remote Work Stipend",95327.5,27/11/2025,Denver,CO,Não,-1.0743857316172114,0.08333333333333333,False,False,Low
Business Analyst,DigitalWorks,"Denver, CO",Remote,Technology,65168,114551,4,2025-11-27 00:00:00,"Docker, TensorFlow, React, Agile, Python, SQL, CI/CD",Master's Degree,1000+ employees,"Health Insurance, 401(k), Unlimited PTO",89859.5,27/11/2025,Denver,CO,Sim,-1.2527247950313507,0.3333333333333333,False,False,Low
System Administrator,WebDynamics,"Denver, CO",Full-time,Technology,65403,112418,5,2025-11-27 00:00:00,"React, Agile, Python, Docker, JavaScript, Kubernetes",Bachelor's Degree,1-50 employees,"Stock Options, Remote Work Stipend",88910.5,27/11/2025,Denver,CO,Não,-1.2836764722771479,0.4166666666666667,False,False,Low
Junior Developer,DataInc,"Austin, TX",Contract,Technology,57074,119803,2,2025-11-27 00:00:00,"MongoDB, Python, TypeScript, React, Node.js",Master's Degree,1000+ employees,"Stock Options, Remote Work Stipend",88438.5,27/11/2025,Austin,TX,Não,-1.299070773288756,0.16666666666666666,False,False,Low
Junior Developer,AI Solutions,"Boston, MA",Part-time,Technology,61463,114523,1,2025-11-27 00:00:00,"MongoDB, Go, CI/CD, React, Java, Kubernetes, Git",Associate Degree,201-500 employees,"Stock Options, Remote Work Stipend",87993.0,27/11/2025,Boston,MA,Não,-1.3136007756206871,0.08333333333333333,False,False,Low
UX Designer,TechCorp,"Boston, MA",Remote,Technology,66215,105651,3,2025-11-27 00:00:00,"Agile, TensorFlow, Ruby, JavaScript, Docker",Master's Degree,501-1000 employees,"Dental, Vision, Annual Bonus",85933.0,27/11/2025,Boston,MA,Sim,-1.3807877673238926,0.25,False,False,Low
System Administrator,CodeFactory,"Chicago, IL",Remote,Technology,64421,107131,3,2025-11-27 00:00:00,"Node.js, React, REST APIs, Kubernetes",Master's Degree,201-500 employees,"Dental, Vision, Annual Bonus",85776.0,27/11/2025,Chicago,IL,Sim,-1.3859083293129233,0.25,False,False,Low
System Administrator,EnterpriseHub,"Boston, MA",Remote,Technology,69504,101397,3,2025-11-27 00:00:00,"Python, Ruby, Machine Learning, SQL, Docker",Associate Degree,1-50 employees,"Stock Options, Remote Work Stipend",85450.5,27/11/2025,Boston,MA,Sim,-1.39652452630292,0.25,False,False,Low
System Administrator,TechCorp,"Austin, TX",Contract,Technology,63238,103813,2,2025-11-27 00:00:00,"AWS, React, Agile, TypeScript",Bachelor's Degree,1-50 employees,"Dental, Vision, Annual Bonus",83525.5,27/11/2025,Austin,TX,Não,-1.4593084869964492,0.16666666666666666,False,False,Low
Business Analyst,WebDynamics,"Austin, TX",Contract,Technology,59839,106042,4,2025-11-27 00:00:00,"TypeScript, Git, Go",High School,51-200 employees,"Stock Options, Remote Work Stipend",82940.5,27/11/2025,Austin,TX,Não,-1.478388288038379,0.3333333333333333,False,False,Low
Data Analyst,EnterpriseHub,"Austin, TX",Full-time,Technology,60240,104773,5,2025-11-27 00:00:00,"Docker, AWS, MongoDB, Kubernetes, JavaScript",Master's Degree,51-200 employees,"Stock Options, Remote Work Stipend",82506.5,27/11/2025,Austin,TX,Não,-1.4925432173583746,0.4166666666666667,False,False,Low
System Administrator,CodeFactory,"Berlin, Germany",Remote,Technology,65099,99882,5,2025-11-27 00:00:00,"REST APIs, AWS, React",High School,1000+ employees,"Dental, Vision, Annual Bonus",82490.5,27/11/2025,Berlin,Germany,Sim,-1.4930650580706326,0.4166666666666667,False,False,Low
UX Designer,StartupXYZ,"Denver, CO",Full-time,Technology,62677,102299,4,2025-11-27 00:00:00,"Ruby, React, JavaScript, TypeScript, SQL, AWS",Master's Degree,1000+ employees,"Dental, Vision, Annual Bonus",82488.0,27/11/2025,Denver,CO,Não,-1.493146595681923,0.3333333333333333,False,False,Low
System Administrator,DigitalWorks,"Chicago, IL",Remote,Technology,56323,108363,4,2025-11-27 00:00:00,"Node.js, React, Machine Learning, CI/CD, Agile, TypeScript, Java",Bachelor's Degree,51-200 employees,"Dental, Vision, Annual Bonus",82343.0,27/11/2025,Chicago,IL,Sim,-1.4978757771367601,0.3333333333333333,False,False,Low
Business Analyst,CloudSystems,"Austin, TX",Part-time,Technology,61751,102243,2,2025-11-27 00:00:00,"AWS, JavaScript, MongoDB, TensorFlow, Machine Learning, Ruby, Agile",Unspecified,501-1000 employees,"Stock Options, Remote Work Stipend",81997.0,27/11/2025,Austin,TX,Não,-1.5091605825393373,0.16666666666666666,False,False,Low
Business Analyst,TechCorp,"Atlanta, GA",Remote,Technology,69329,91860,3,2025-11-27 00:00:00,"Ruby, Node.js, Git, TensorFlow, CI/CD",Unspecified,201-500 employees,"Stock Options, Remote Work Stipend",80594.5,27/11/2025,Atlanta,GA,Sim,-1.5549031824731945,0.25,False,False,Low
Business Analyst,EnterpriseHub,"Denver, CO",Remote,Technology,60548,99605,2,2025-11-27 00:00:00,"MongoDB, Machine Learning, JavaScript, AWS, Node.js, Python",PhD,1-50 employees,"Stock Options, Remote Work Stipend",80076.5,27/11/2025,Denver,CO,Sim,-1.571797775532544,0.16666666666666666,False,False,Low
Data Analyst,EnterpriseHub,"Chicago, IL",Contract,Technology,50892,107918,3,2025-11-27 00:00:00,"Kubernetes, Node.js, Java, SQL, Go, React",PhD,1000+ employees,"Dental, Vision, Annual Bonus",79405.0,27/11/2025,Chicago,IL,Não,-1.5936987779251182,0.25,False,False,Low
Business Analyst,InnovateLab,Remote,Full-time,Technology,63339,94476,3,2025-11-27 00:00:00,"REST APIs, Kubernetes, MongoDB",PhD,1000+ employees,"Health Insurance, 401(k), Unlimited PTO",78907.5,27/11/2025,Remote,Remote,Não,-1.6099247625718873,0.25,False,False,Low
UX Designer,WebDynamics,Remote,Full-time,Technology,65938,91253,2,2025-11-27 00:00:00,"Java, Docker, Machine Learning",Associate Degree,501-1000 employees,"Dental, Vision, Annual Bonus",78595.5,27/11/2025,Remote,Remote,Não,-1.6201006564609166,0.16666666666666666,False,False,Low
UX Designer,TechCorp,"Chicago, IL",Contract,Technology,53114,103673,5,2025-11-27 00:00:00,"SQL, MongoDB, Ruby, AWS",Bachelor's Degree,501-1000 employees,"Dental, Vision, Annual Bonus",78393.5,27/11/2025,Chicago,IL,Não,-1.6266888954531726,0.4166666666666667,False,False,Low
Data Analyst,StartupXYZ,"Toronto, Canada",Full-time,Technology,52720,103309,3,2025-11-27 00:00:00,"SQL, Go, JavaScript, Machine Learning, REST APIs",Unspecified,501-1000 employees,"Dental, Vision, Annual Bonus",78014.5,27/11/2025,Toronto,Canada,Não,-1.6390499973247818,0.25,False,False,Low
UX Designer,TechCorp,"Atlanta, GA",Contract,Technology,55647,99793,4,2025-11-27 00:00:00,"AWS, JavaScript, Machine Learning, REST APIs, Python, Git, Go",Master's Degree,1-50 employees,"Health Insurance, 401(k), Unlimited PTO",77720.0,27/11/2025,Atlanta,GA,Não,-1.6486551279347788,0.3333333333333333,False,False,Low
Data Analyst,StartupXYZ,"Denver, CO",Contract,Technology,53490,100804,3,2025-11-27 00:00:00,"JavaScript, Kubernetes, TypeScript, Python, TensorFlow, Ruby, Git",Associate Degree,51-200 employees,"Stock Options, Remote Work Stipend",77147.0,27/11/2025,Denver,CO,Não,-1.6673435484425152,0.25,False,False,Low
UX Designer,StartupXYZ,"Denver, CO",Part-time,Technology,55151,98695,2,2025-11-27 00:00:00,"Git, Python, AWS, React",PhD,1000+ employees,"Dental, Vision, Annual Bonus",76923.0,27/11/2025,Denver,CO,Não,-1.6746493184141258,0.16666666666666666,False,False,Low
Data Analyst,InnovateLab,"Austin, TX",Part-time,Technology,51888,91798,3,2025-11-27 00:00:00,"Python, TypeScript, TensorFlow, Ruby",Unspecified,1-50 employees,"Stock Options, Remote Work Stipend",71843.0,27/11/2025,Austin,TX,Não,-1.8403337445560108,0.25,False,False,Low
Business Analyst,DigitalWorks,"Toronto, Canada",Part-time,Technology,52419,90437,2,2025-11-27 00:00:00,"Python, CI/CD, Machine Learning, SQL",Master's Degree,1-50 employees,"Health Insurance, 401(k), Unlimited PTO",71428.0,27/11/2025,Toronto,Canada,Não,-1.8538689880302004,0.16666666666666666,False,False,Low
